12211,2003,10,1,1,0,1
12211,2003,10,2,1,0,1
12211,2003,10,3,1,0,0
12211,2003,10,4,1,1,0
12211,2003,10,5,0,0,0
12211,2003,10,6,1,0,1
12211,2003,10,7,1,0,1
12211,2003,10,8,1,0,1
12211,2003,10,9,1,0,1
12211,2003,10,10,1,0,1
12211,2003,10,11,1,0,1
12211,2003,10,12,0,0,0
12211,2003,10,13,1,0,1
12211,2003,10,14,1,0,1
12211,2003,10,15,1,0,1
12211,2003,10,16,1,0,1
12211,2003,10,17,1,0,1
12211,2003,10,18,1,0,1
12211,2003,10,19,0,0,0
12211,2003,10,20,1,0,1
12211,2003,10,21,1,0,1
12211,2003,10,22,1,0,1
12211,2003,10,23,1,0,0
12211,2003,10,24,1,0,0
12211,2003,10,25,1,1,0
12211,2003,10,26,0,0,0
12211,2003,10,27,1,0,1
12211,2003,10,28,1,0,1
12211,2003,10,29,1,0,1
12211,2003,10,30,1,0,1
12211,2003,10,31,1,0,1
12211,2003,11,1,1,0,1
12211,2003,11,2,0,0,0
12211,2003,11,3,1,1,0
12211,2003,11,4,1,1,0
12211,2003,11,5,1,0,1
12211,2003,11,6,1,0,1
12211,2003,11,7,1,0,1
12211,2003,11,8,1,0,0
12211,2003,11,9,0,0,0
12211,2003,11,10,1,0,1
12211,2003,11,11,1,0,1
12211,2003,11,12,1,0,1
12211,2003,11,13,1,0,1
12211,2003,11,14,1,1,0
12211,2003,11,15,1,1,0
12211,2003,11,16,0,0,0
12211,2003,11,17,1,0,1
12211,2003,11,18,1,0,1
12211,2003,11,19,1,0,1
12211,2003,11,20,1,0,1
12211,2003,11,21,1,0,1
12211,2003,11,22,1,0,1
12211,2003,11,23,0,0,0
12211,2003,11,24,1,0,1
12211,2003,11,25,1,0,1
12211,2003,11,26,1,0,1
12211,2003,11,27,1,1,0
12211,2003,11,28,1,0,1
12211,2003,11,29,1,0,1
12211,2003,11,30,0,0,0
12211,2003,12,1,1,1,0
12211,2003,12,2,1,1,0
12211,2003,12,3,1,0,1
12211,2003,12,4,1,0,1
12211,2003,12,5,1,0,0
12211,2003,12,6,1,0,1
12211,2003,12,7,0,0,0
12211,2003,12,8,1,0,1
12211,2003,12,9,1,0,1
12211,2003,12,10,1,0,1
12211,2003,12,11,1,0,1
12211,2003,12,12,1,0,1
12211,2003,12,13,1,0,1
12211,2003,12,14,0,0,0
12211,2003,12,15,1,0,1
12211,2003,12,16,1,0,1
12211,2003,12,17,1,0,0
12211,2003,12,18,1,0,1
12211,2003,12,19,1,0,1
12211,2003,12,20,1,0,1
12211,2003,12,21,0,0,0
12211,2003,12,22,1,0,1
12211,2003,12,23,1,0,1
12211,2003,12,24,1,0,1
12211,2003,12,25,1,0,1
12211,2003,12,26,1,0,1
12211,2003,12,27,1,0,0
12211,2003,12,28,0,0,0
12211,2003,12,29,1,0,1
12211,2003,12,30,1,0,0
12211,2003,12,31,1,0,1
12211,2004,1,1,1,1,0
12211,2004,1,2,1,0,1
12211,2004,1,3,1,0,1
12211,2004,1,4,0,0,0
12211,2004,1,5,1,0,0
12211,2004,1,6,1,0,0
12211,2004,1,7,1,0,0
12211,2004,1,8,1,0,0
12211,2004,1,9,1,0,0
12211,2004,1,10,1,0,0
12211,2004,1,11,0,0,0
12211,2004,1,12,1,0,0
12211,2004,1,13,1,0,0
12211,2004,1,14,1,1,0
12211,2004,1,15,1,0,1
12211,2004,1,16,1,0,1
12211,2004,1,17,1,0,1
12211,2004,1,18,0,0,0
12211,2004,1,19,1,0,1
12211,2004,1,20,1,0,1
12211,2004,1,21,1,0,1
12211,2004,1,22,1,0,1
12211,2004,1,23,1,0,1
12211,2004,1,24,1,0,1
12211,2004,1,25,0,0,0
12211,2004,1,26,1,0,1
12211,2004,1,27,1,0,1
12211,2004,1,28,1,0,1
12211,2004,1,29,1,0,1
12211,2004,1,30,1,0,1
12211,2004,1,31,1,0,1
12211,2004,2,1,0,0,0
12211,2004,2,2,1,1,0
12211,2004,2,3,1,0,1
12211,2004,2,4,1,0,1
12211,2004,2,5,1,0,1
12211,2004,2,6,1,0,1
12211,2004,2,7,1,0,0
12211,2004,2,8,0,0,0
12211,2004,2,9,1,1,0
12211,2004,2,10,1,1,0
12211,2004,2,11,1,0,1
12211,2004,2,12,1,0,1
12211,2004,2,13,1,0,1
12211,2004,2,14,1,0,1
12211,2004,2,15,0,0,0
12211,2004,2,16,1,0,1
12211,2004,2,17,1,0,1
12211,2004,2,18,1,1,0
12211,2004,2,19,1,0,0
12211,2004,2,20,1,0,1
12211,2004,2,21,1,0,1
12211,2004,2,22,0,0,0
12211,2004,2,23,1,0,1
12211,2004,2,24,1,0,1
12211,2004,2,25,1,0,1
12211,2004,2,26,1,0,1
12211,2004,2,27,1,0,1
12211,2004,2,28,1,0,1
12211,2004,2,29,0,0,0
