"","NFCSID","STATEQ","A50A","A50B","F1","F2_1","F2_2","F2_3","F2_4","F2_5","F2_6","G1","G35","year","G30"
"2110",2009035667,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2111",2009035676,43,1,1,2,2,1,1,1,1,1,1,NA,2009,NA
"2112",2009035679,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2113",2009035680,15,1,1,1,2,2,1,2,2,2,2,NA,2009,NA
"2114",2009035688,43,1,1,1,2,1,2,2,2,2,2,NA,2009,NA
"2115",2009035691,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2116",2009035692,43,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2117",2009035693,43,1,1,2,1,2,2,2,2,2,2,NA,2009,NA
"2118",2009035707,26,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2119",2009035719,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2120",2009035722,43,1,1,2,2,2,1,1,1,2,1,NA,2009,NA
"2121",2009035726,15,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2122",2009035740,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2123",2009035745,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2124",2009035754,26,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2009,NA
"2125",2009035759,15,1,1,2,1,2,2,2,2,2,2,NA,2009,NA
"2126",2009035764,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2127",2009035771,26,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2128",2009035779,15,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2009,NA
"2129",2009035792,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2130",2009035798,26,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2009,NA
"2131",2009035799,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2132",2009035800,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2133",2009035808,26,1,1,1,2,1,1,2,2,2,2,NA,2009,NA
"2134",2009035814,15,1,1,2,2,1,1,2,2,2,1,NA,2009,NA
"2135",2009035830,26,1,1,2,2,2,1,2,2,2,1,NA,2009,NA
"2136",2009035831,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2137",2009035839,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2138",2009035841,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2139",2009035849,26,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2009,NA
"2140",2009035852,15,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2141",2009035854,15,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2142",2009035861,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2143",2009035903,47,1,1,2,1,1,2,2,2,2,2,NA,2009,NA
"2144",2009035904,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2145",2009035914,47,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2146",2009035915,47,1,1,2,1,2,2,2,2,2,2,NA,2009,NA
"2147",2009035917,47,1,1,99,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2148",2009035918,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2149",2009035919,47,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2150",2009035921,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2151",2009035922,47,1,1,3,2,1,1,1,1,2,2,NA,2009,NA
"2152",2009035923,47,1,1,1,2,1,1,1,1,2,2,NA,2009,NA
"2153",2009035934,1,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2009,NA
"2154",2009035954,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2155",2009035981,1,1,1,1,1,2,1,2,2,2,2,NA,2009,NA
"2156",2009035999,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2157",2009036064,1,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2009,NA
"2158",2009036119,1,1,1,3,2,1,1,1,1,1,2,NA,2009,NA
"2159",2009036136,1,1,1,2,2,2,1,1,2,2,1,NA,2009,NA
"2160",2009036148,1,1,1,2,1,2,2,2,2,2,2,NA,2009,NA
"2161",2009037728,25,2,7,1,1,98,98,2,2,2,2,NA,2009,NA
"2162",2009037795,25,2,7,7,NA,NA,NA,NA,NA,NA,98,NA,2009,NA
"2163",2009037802,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2009,NA
"2164",2009037811,25,2,7,2,2,1,1,2,2,2,1,NA,2009,NA
"2165",2009037820,25,1,1,98,NA,NA,NA,NA,NA,NA,98,NA,2009,NA
"2166",2009037826,25,2,7,2,2,1,2,2,2,2,1,NA,2009,NA
"2167",2009037889,25,2,7,5,1,2,2,99,98,1,2,NA,2009,NA
"2168",2009038144,25,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
"2169",2009038145,25,1,1,1,1,2,2,2,2,2,2,NA,2009,NA
