"","NFCSID","STATEQ","A50A","A50B","F1","F2_1","F2_2","F2_3","F2_4","F2_5","F2_6","G1","G35","year","G30"
"345",2021010994,47,2,7,2,1,2,98,1,2,1,98,3,2021,NA
"346",2021011088,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"347",2021011175,43,2,7,1,2,1,1,1,2,2,1,NA,2021,NA
"348",2021011179,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"349",2021011212,47,2,7,2,1,1,1,1,1,2,1,4,2021,NA
"350",2021011221,47,2,7,3,1,2,1,2,2,1,2,NA,2021,NA
"351",2021011230,47,1,1,4,98,98,98,98,98,2,98,2,2021,NA
"352",2021011235,43,1,1,1,1,2,2,2,2,2,2,1,2021,NA
"353",2021011477,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"354",2021011634,1,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"355",2021011661,1,2,7,1,98,1,1,1,2,2,2,2,2021,NA
"356",2021011667,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"357",2021011759,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"358",2021011824,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"359",2021011979,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"360",2021012016,47,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"361",2021012238,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"362",2021012294,26,2,7,1,1,2,2,2,2,2,2,1,2021,NA
"363",2021012341,43,2,7,2,1,1,1,1,1,1,1,1,2021,NA
"364",2021012361,47,2,7,3,1,1,1,2,1,2,1,1,2021,NA
"365",2021012374,26,1,1,6,1,98,1,99,98,2,2,NA,2021,NA
"366",2021012383,15,2,7,1,2,1,1,98,2,2,99,2,2021,NA
"367",2021012389,1,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"368",2021012393,1,2,7,1,2,2,2,2,2,2,2,NA,2021,NA
"369",2021012406,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"370",2021012416,15,2,7,3,1,2,98,98,2,99,2,NA,2021,NA
"371",2021012430,43,2,7,2,98,1,2,98,99,2,98,NA,2021,NA
"372",2021012439,43,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"373",2021012447,26,1,1,3,2,1,1,1,2,2,1,3,2021,NA
"374",2021012472,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"375",2021012499,43,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"376",2021012537,47,2,7,98,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"377",2021012549,25,2,7,2,1,2,2,1,2,1,2,NA,2021,NA
"378",2021012563,15,2,7,1,98,1,1,99,1,2,98,NA,2021,NA
"379",2021012570,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"380",2021012581,47,2,7,2,2,99,1,1,1,1,2,NA,2021,NA
"381",2021012604,26,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"382",2021012613,47,2,7,1,2,2,2,2,2,1,1,1,2021,NA
"383",2021012619,43,2,7,7,NA,NA,NA,NA,NA,NA,2,4,2021,NA
"384",2021012642,15,2,7,6,99,2,2,99,2,1,2,NA,2021,NA
"385",2021012660,43,2,7,2,1,2,2,2,2,2,2,NA,2021,NA
"386",2021012673,1,1,1,7,NA,NA,NA,NA,NA,NA,2,98,2021,NA
"387",2021012679,15,2,7,3,1,2,1,2,2,2,1,2,2021,NA
"388",2021014106,1,2,7,3,98,98,98,1,98,2,2,NA,2021,NA
"389",2021014109,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"390",2021014590,47,1,1,7,NA,NA,NA,NA,NA,NA,98,NA,2021,NA
"391",2021014605,1,2,7,3,2,1,1,2,99,1,1,4,2021,NA
"392",2021014644,1,1,1,2,98,99,2,2,2,1,2,3,2021,NA
"393",2021014674,25,2,7,1,1,2,1,2,2,2,2,NA,2021,NA
"394",2021014685,26,2,7,2,1,1,2,2,2,1,2,2,2021,NA
"395",2021014695,26,1,1,4,1,1,1,1,1,1,2,2,2021,NA
"396",2021014698,47,1,1,3,1,2,1,1,1,1,1,3,2021,NA
"397",2021015016,47,2,7,1,1,2,98,2,2,2,2,1,2021,NA
"398",2021015033,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"399",2021015056,15,2,7,1,1,2,1,2,2,2,2,NA,2021,NA
"400",2021015353,43,2,7,1,1,1,1,1,1,1,98,99,2021,NA
"401",2021015358,25,2,7,2,2,98,2,98,1,98,98,2,2021,NA
"402",2021015368,47,1,1,1,2,1,1,2,2,1,1,1,2021,NA
"403",2021015384,47,2,7,7,NA,NA,NA,NA,NA,NA,2,4,2021,NA
"404",2021015578,47,2,7,4,2,2,1,98,2,98,1,3,2021,NA
"405",2021015913,47,1,1,1,1,2,2,2,2,2,2,98,2021,NA
"406",2021015921,15,2,7,7,NA,NA,NA,NA,NA,NA,1,2,2021,NA
"407",2021016016,15,2,7,5,2,1,1,1,1,2,1,1,2021,NA
"408",2021016081,25,1,1,4,98,1,1,2,99,2,1,NA,2021,NA
"409",2021016087,25,2,7,2,1,1,1,1,1,1,1,NA,2021,NA
"410",2021016120,1,1,1,2,1,2,2,1,1,1,2,NA,2021,NA
"411",2021016169,47,2,7,3,1,2,2,1,2,1,1,NA,2021,NA
"412",2021016210,15,2,7,7,NA,NA,NA,NA,NA,NA,2,3,2021,NA
"413",2021016223,43,1,1,2,1,1,1,1,1,1,1,4,2021,NA
"414",2021016231,1,2,7,7,NA,NA,NA,NA,NA,NA,2,98,2021,NA
"415",2021016255,26,2,7,98,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"416",2021016261,47,2,7,2,2,1,2,2,2,1,2,NA,2021,NA
"417",2021016284,43,2,7,6,2,98,99,99,2,1,2,NA,2021,NA
"418",2021016295,47,2,7,1,1,2,98,99,1,2,2,1,2021,NA
"419",2021016303,15,2,7,98,NA,NA,NA,NA,NA,NA,98,NA,2021,NA
"420",2021016321,47,2,7,1,2,1,1,2,2,2,1,NA,2021,NA
"421",2021016326,26,2,7,98,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"422",2021016338,43,2,7,2,1,2,2,2,2,1,2,NA,2021,NA
"423",2021016361,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"424",2021016778,26,2,7,98,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"425",2021016817,1,2,7,1,2,2,1,2,2,2,1,NA,2021,NA
"426",2021016859,1,2,7,1,1,99,99,99,99,99,99,NA,2021,NA
"427",2021016894,1,2,7,1,1,1,1,1,2,2,1,NA,2021,NA
"428",2021016949,1,2,7,4,1,2,2,2,2,2,1,1,2021,NA
"429",2021017048,15,2,7,2,1,2,1,2,2,2,2,NA,2021,NA
"430",2021017311,43,2,7,3,1,98,2,1,98,98,1,1,2021,NA
"431",2021017447,26,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"432",2021017591,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"433",2021017614,15,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"434",2021017719,15,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"435",2021017750,1,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"436",2021017757,1,1,1,2,2,1,1,1,1,2,2,2,2021,NA
"437",2021017780,1,1,1,1,2,1,2,2,2,1,2,NA,2021,NA
"438",2021017796,25,2,7,99,NA,NA,NA,NA,NA,NA,98,2,2021,NA
"439",2021017824,1,2,7,2,1,2,2,2,2,2,2,1,2021,NA
"440",2021017830,1,2,7,2,1,2,1,2,2,1,2,2,2021,NA
"441",2021017836,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"442",2021017918,25,2,7,7,NA,NA,NA,NA,NA,NA,2,98,2021,NA
"443",2021017987,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"444",2021018284,15,2,7,2,2,1,2,2,2,2,2,98,2021,NA
"445",2021018316,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"446",2021018497,15,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"447",2021018538,15,2,7,2,1,1,1,1,1,1,2,2,2021,NA
"448",2021018551,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"449",2021018686,15,1,1,2,1,2,98,1,2,2,2,NA,2021,NA
"450",2021019014,1,1,1,2,1,2,2,2,2,2,2,NA,2021,NA
"451",2021019093,1,2,7,2,1,2,1,1,1,1,2,1,2021,NA
"452",2021019188,1,1,1,7,NA,NA,NA,NA,NA,NA,1,1,2021,NA
"453",2021019231,43,2,7,1,2,1,1,1,2,1,1,2,2021,NA
"454",2021019250,1,2,7,3,1,1,1,1,1,1,1,1,2021,NA
"455",2021019261,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"456",2021019267,43,2,7,2,1,1,1,2,2,2,1,2,2021,NA
"457",2021019270,1,2,7,6,1,1,1,2,1,2,1,4,2021,NA
"458",2021019409,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"459",2021019492,43,2,7,3,1,2,98,99,98,2,2,NA,2021,NA
"460",2021019578,1,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"461",2021019599,43,2,7,1,1,2,1,2,2,1,2,NA,2021,NA
"462",2021019663,26,2,7,2,2,1,1,1,2,2,2,NA,2021,NA
"463",2021019672,1,1,1,1,1,2,1,2,2,2,2,1,2021,NA
"464",2021019759,26,2,7,1,98,98,98,98,98,98,2,98,2021,NA
"465",2021019796,25,2,7,5,1,2,2,1,1,1,2,NA,2021,NA
"466",2021019864,47,2,7,1,1,2,2,2,2,2,2,2,2021,NA
"467",2021019865,47,2,7,99,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"468",2021019882,43,2,7,2,1,2,2,2,2,2,2,4,2021,NA
"469",2021019884,43,2,7,1,98,1,1,1,1,2,2,98,2021,NA
"470",2021019885,47,2,7,1,1,2,1,2,2,2,1,2,2021,NA
"471",2021019892,26,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"472",2021019893,43,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"473",2021019894,26,2,7,2,1,2,2,2,2,2,2,NA,2021,NA
"474",2021019896,47,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"475",2021019907,47,2,7,2,1,2,2,2,2,2,2,2,2021,NA
"476",2021019911,25,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"477",2021019922,25,2,7,1,98,2,2,2,2,2,98,NA,2021,NA
"478",2021019937,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"479",2021019939,26,2,7,2,1,2,2,2,2,2,2,NA,2021,NA
"480",2021019985,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"481",2021020012,43,2,7,2,1,2,2,2,2,2,2,1,2021,NA
"482",2021020108,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"483",2021020174,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"484",2021020183,43,1,1,2,1,2,1,2,1,2,1,4,2021,NA
"485",2021020184,43,2,7,1,98,1,1,1,2,2,1,NA,2021,NA
"486",2021020220,26,2,7,2,1,2,2,2,2,2,1,NA,2021,NA
"487",2021020236,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"488",2021020428,43,2,7,1,1,1,2,1,2,2,1,4,2021,NA
"489",2021020440,25,1,1,6,1,1,1,1,1,1,1,4,2021,NA
"490",2021020773,25,2,7,3,1,2,2,2,2,2,2,NA,2021,NA
"491",2021020813,1,2,7,6,1,1,1,1,1,1,1,NA,2021,NA
"492",2021020851,43,2,7,98,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"493",2021020857,25,1,1,2,1,2,1,1,2,1,1,NA,2021,NA
"494",2021020948,43,2,7,2,1,1,1,2,2,1,1,98,2021,NA
"495",2021020965,1,2,7,2,2,2,1,2,2,2,1,NA,2021,NA
"496",2021021009,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"497",2021021028,1,1,1,2,1,1,1,99,99,99,2,NA,2021,NA
"498",2021021043,25,2,7,1,2,1,2,2,1,1,2,4,2021,NA
"499",2021021078,26,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"500",2021021085,26,2,7,1,1,1,1,1,1,1,2,2,2021,NA
"501",2021021185,43,2,7,7,NA,NA,NA,NA,NA,NA,98,NA,2021,NA
"502",2021021190,43,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"503",2021021199,26,2,7,1,1,2,2,2,2,2,1,NA,2021,NA
"504",2021021200,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"505",2021021207,47,1,1,1,2,2,1,1,2,2,98,NA,2021,NA
"506",2021021221,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"507",2021021244,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"508",2021021245,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"509",2021021305,43,2,7,98,NA,NA,NA,NA,NA,NA,98,NA,2021,NA
"510",2021021347,26,1,1,99,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"511",2021021372,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"512",2021021458,1,2,7,2,2,98,98,2,2,98,2,NA,2021,NA
"513",2021021462,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"514",2021021488,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"515",2021021523,26,2,7,2,2,2,1,2,2,2,2,NA,2021,NA
"516",2021021530,25,2,7,2,1,2,1,2,2,2,1,NA,2021,NA
"517",2021021534,25,2,7,2,2,1,1,1,99,99,98,4,2021,NA
"518",2021021542,15,1,1,1,1,2,1,2,2,98,2,NA,2021,NA
"519",2021021588,47,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"520",2021021590,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"521",2021021617,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"522",2021021635,25,2,7,6,99,2,98,1,2,2,1,1,2021,NA
"523",2021021684,1,2,7,2,1,2,1,1,2,2,2,NA,2021,NA
"524",2021021770,26,2,7,7,NA,NA,NA,NA,NA,NA,98,NA,2021,NA
"525",2021021781,26,1,1,4,2,1,1,1,1,1,1,1,2021,NA
"526",2021021795,26,2,7,6,2,98,98,1,2,1,1,NA,2021,NA
"527",2021021807,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"528",2021021960,1,2,7,3,99,1,2,1,98,2,2,98,2021,NA
"529",2021022014,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"530",2021022098,26,2,7,1,1,2,2,2,2,2,2,NA,2021,NA
"531",2021022215,25,2,7,1,1,2,2,2,2,2,1,NA,2021,NA
"532",2021022265,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"533",2021022374,15,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"534",2021022390,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"535",2021022395,25,2,7,2,1,2,1,2,2,1,2,2,2021,NA
"536",2021022398,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"537",2021022403,25,2,7,6,98,2,99,98,98,1,98,2,2021,NA
"538",2021022418,26,2,7,3,1,2,2,2,98,2,2,NA,2021,NA
"539",2021022433,1,2,7,2,1,2,1,2,2,1,2,NA,2021,NA
"540",2021022450,25,2,7,1,1,1,1,2,1,2,2,1,2021,NA
"541",2021022466,1,2,7,2,1,2,1,2,2,1,2,NA,2021,NA
"542",2021022490,47,1,1,2,1,1,2,2,1,2,2,NA,2021,NA
"543",2021022523,25,1,1,2,98,1,98,2,98,1,98,NA,2021,NA
"544",2021022526,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"545",2021022527,25,2,7,1,2,1,2,1,2,2,2,NA,2021,NA
"546",2021022548,1,1,1,3,1,98,1,2,2,2,2,3,2021,NA
"547",2021022561,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"548",2021022565,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"549",2021022572,43,1,1,7,NA,NA,NA,NA,NA,NA,1,1,2021,NA
"550",2021022573,15,2,7,6,2,1,2,98,1,98,98,1,2021,NA
"551",2021022604,43,1,1,3,2,1,1,2,2,2,1,1,2021,NA
"552",2021022632,25,1,1,3,1,2,2,2,1,1,1,4,2021,NA
"553",2021022633,47,1,1,1,2,2,2,1,2,2,2,NA,2021,NA
"554",2021022635,26,1,1,7,NA,NA,NA,NA,NA,NA,2,2,2021,NA
"555",2021022639,15,1,1,2,98,98,98,98,98,98,2,NA,2021,NA
"556",2021022701,47,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"557",2021022789,43,1,1,3,98,1,2,2,2,2,2,NA,2021,NA
"558",2021022825,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"559",2021022862,15,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"560",2021022936,47,1,1,2,1,2,1,2,2,1,2,NA,2021,NA
"561",2021022945,15,2,7,1,2,2,1,2,2,2,2,NA,2021,NA
"562",2021022953,15,2,7,1,98,98,2,2,2,2,1,NA,2021,NA
"563",2021022992,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"564",2021023004,26,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"565",2021023513,43,1,1,1,1,1,1,1,1,1,1,NA,2021,NA
"566",2021023651,15,2,7,1,1,2,2,2,2,1,2,NA,2021,NA
"567",2021023663,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"568",2021023720,1,1,1,1,1,98,2,2,2,2,2,NA,2021,NA
"569",2021023722,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"570",2021023730,1,2,7,1,2,98,98,1,2,2,2,NA,2021,NA
"571",2021023826,47,1,1,3,1,2,2,2,1,2,2,NA,2021,NA
"572",2021023892,25,1,1,3,1,99,98,98,99,1,1,1,2021,NA
"573",2021023898,43,1,1,1,1,98,1,2,2,2,2,NA,2021,NA
"574",2021023901,25,2,7,1,2,2,1,1,2,2,1,NA,2021,NA
"575",2021023908,47,1,1,3,1,2,1,2,2,2,2,1,2021,NA
"576",2021023919,43,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"577",2021023924,43,1,1,1,1,2,1,2,2,2,2,NA,2021,NA
"578",2021023938,43,1,1,1,2,1,2,2,2,98,2,NA,2021,NA
"579",2021024048,1,1,1,1,1,2,2,2,2,2,2,1,2021,NA
"580",2021024228,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"581",2021024240,25,2,7,2,1,1,2,2,1,1,2,NA,2021,NA
"582",2021024357,1,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"583",2021024379,47,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"584",2021024436,47,1,1,3,2,2,98,1,2,1,98,NA,2021,NA
"585",2021024586,47,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"586",2021024726,47,1,1,1,1,2,2,2,2,2,2,2,2021,NA
"587",2021024766,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"588",2021024786,1,2,7,1,2,1,1,2,2,2,2,NA,2021,NA
"589",2021024890,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"590",2021024930,26,1,1,4,1,1,1,1,1,1,2,4,2021,NA
"591",2021024970,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"592",2021024972,15,1,1,3,2,1,1,1,1,2,2,NA,2021,NA
"593",2021025149,25,2,7,2,1,2,2,2,2,2,2,4,2021,NA
"594",2021025301,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"595",2021025449,26,1,1,5,1,1,2,1,2,98,1,NA,2021,NA
"596",2021025489,15,1,1,1,2,2,2,2,2,2,2,NA,2021,NA
"597",2021025838,1,1,1,2,1,2,1,1,2,1,99,2,2021,NA
"598",2021025891,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"599",2021025903,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"600",2021025919,25,2,7,1,1,2,1,2,2,2,2,1,2021,NA
"601",2021025932,15,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"602",2021025983,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"603",2021025990,15,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"604",2021026007,25,1,1,2,1,2,1,2,2,2,98,NA,2021,NA
"605",2021026290,15,2,7,1,1,98,98,98,1,2,98,1,2021,NA
"606",2021026294,1,1,1,4,98,1,2,98,1,1,2,2,2021,NA
"607",2021026329,1,1,1,3,98,2,99,99,99,2,2,2,2021,NA
"608",2021026343,25,2,7,7,NA,NA,NA,NA,NA,NA,2,98,2021,NA
"609",2021026349,25,1,1,1,1,1,1,1,1,1,1,1,2021,NA
"610",2021026361,25,1,1,1,1,1,1,98,1,1,2,NA,2021,NA
"611",2021026445,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"612",2021026450,15,1,1,99,NA,NA,NA,NA,NA,NA,1,98,2021,NA
"613",2021026485,15,2,7,1,98,99,99,2,2,98,98,NA,2021,NA
"614",2021026518,1,2,7,2,1,2,1,2,2,2,2,NA,2021,NA
"615",2021026527,25,1,1,3,2,2,2,1,1,1,2,NA,2021,NA
"616",2021026556,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"617",2021026558,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"618",2021026788,25,1,1,98,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"619",2021026830,1,1,1,6,99,1,98,2,98,99,98,NA,2021,NA
"620",2021026881,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"621",2021027028,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"622",2021027295,15,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"623",2021027323,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"624",2021027999,25,1,1,5,1,1,1,1,1,1,1,1,2021,NA
"625",2021028015,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"626",2021028076,25,1,1,1,1,1,2,98,98,98,1,2,2021,NA
"627",2021028175,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"628",2021028195,47,1,1,2,1,1,1,2,2,1,2,NA,2021,NA
"629",2021028287,26,1,1,1,98,98,98,98,98,98,2,98,2021,NA
"630",2021028492,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"631",2021028802,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"632",2021028936,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"633",2021028951,26,1,1,2,2,1,1,1,2,2,2,2,2021,NA
"634",2021028974,25,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2021,NA
"635",2021029050,1,1,1,6,1,1,1,1,1,1,1,2,2021,NA
"636",2021029323,1,1,1,3,1,2,1,1,2,2,1,NA,2021,NA
"637",2021030032,25,2,7,1,1,2,1,2,2,2,2,NA,2021,NA
"638",2021030051,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"639",2021030213,47,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"640",2021030759,47,1,1,2,1,2,2,2,2,2,1,NA,2021,NA
"641",2021030982,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"642",2021031166,1,1,1,7,NA,NA,NA,NA,NA,NA,1,4,2021,NA
"643",2021031580,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"644",2021031590,15,1,1,3,1,2,1,1,1,1,98,3,2021,NA
"645",2021031676,15,1,1,3,1,2,1,2,2,2,2,NA,2021,NA
"646",2021031734,15,1,1,1,2,1,2,1,2,2,2,NA,2021,NA
"647",2021031803,15,1,1,2,2,2,1,2,2,99,2,NA,2021,NA
"648",2021031900,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"649",2021031901,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"650",2021031943,15,1,1,1,1,2,2,2,2,2,2,1,2021,NA
"651",2021031983,15,1,1,2,2,2,1,2,2,1,2,NA,2021,NA
"652",2021032042,15,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2021,NA
"653",2021032048,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"654",2021032050,15,1,1,1,1,2,2,2,2,2,1,99,2021,NA
"655",2021032056,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"656",2021032067,15,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"657",2021032068,15,1,1,2,99,2,1,1,99,2,1,4,2021,NA
"658",2021032075,1,1,1,2,1,2,2,1,1,2,2,NA,2021,NA
"659",2021032080,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"660",2021032170,15,1,1,1,2,1,1,1,2,2,1,1,2021,NA
"661",2021032373,25,1,1,3,2,1,2,1,98,1,2,2,2021,NA
"662",2021032549,43,1,1,2,1,1,1,2,2,2,2,2,2021,NA
"663",2021032792,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"664",2021032805,26,1,1,4,2,1,1,2,2,2,2,NA,2021,NA
"665",2021032892,26,1,1,7,NA,NA,NA,NA,NA,NA,98,NA,2021,NA
"666",2021032936,47,1,1,5,1,1,1,1,1,1,1,1,2021,NA
"667",2021033036,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"668",2021033220,26,1,1,7,NA,NA,NA,NA,NA,NA,2,2,2021,NA
"669",2021033374,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"670",2021033553,15,1,1,1,2,2,1,2,2,2,2,NA,2021,NA
"671",2021033617,15,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"672",2021033631,26,1,1,2,1,2,1,2,2,2,2,4,2021,NA
"673",2021033673,15,1,1,3,2,1,1,1,1,1,1,NA,2021,NA
"674",2021033822,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"675",2021033867,25,1,1,1,1,2,2,1,2,1,2,NA,2021,NA
"676",2021033893,26,1,1,2,1,2,2,2,2,2,1,NA,2021,NA
"677",2021033895,25,1,1,6,1,1,1,1,1,1,1,1,2021,NA
"678",2021033900,25,1,1,1,2,1,1,1,2,2,2,NA,2021,NA
"679",2021033919,25,1,1,2,1,1,2,2,2,1,2,NA,2021,NA
"680",2021034080,43,1,1,4,1,1,1,2,2,1,1,4,2021,NA
"681",2021034116,43,1,1,6,98,2,2,1,1,1,99,NA,2021,NA
"682",2021034126,26,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"683",2021034188,43,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"684",2021034248,25,1,1,3,1,2,1,2,2,2,2,NA,2021,NA
"685",2021034262,1,1,1,1,1,2,2,2,2,1,2,NA,2021,NA
